baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Omics Group Pair,Probe Name,Gene Symbol,Omics Group 1,Omics Group 2
73.71199431,-0.765327892,0.310618603,-2.515008553,0.01190295,0.055609093,121_vs_120,MVP_4379,MVP,121,120
24.37601642,0.540967714,0.363569474,1.536860058,0.124327582,0.30347354,121_vs_120,NCOA3_4501,NCOA3,121,120
134.6738039,-0.522319036,0.3028965,-1.758393274,0.078680617,0.224587154,121_vs_120,NDUFA13_4515,NDUFA13,121,120
337.9864912,-0.768822317,0.189397768,-4.117551231,3.83E-05,0.000558502,121_vs_120,NDUFA1_4514,NDUFA1,121,120
118.1269873,-0.571451531,0.294515751,-1.961882039,0.049776219,0.164681489,121_vs_120,NDUFV3_27573,NDUFV3,121,120
71.2577374,0.420227954,0.252907985,1.712397038,0.086823525,0.237894468,121_vs_120,NFKB1_4566,NFKB1,121,120
186.2585108,-0.65840039,0.243765278,-2.719895441,0.006530256,0.035814489,121_vs_120,NIT1_4598,NIT1,121,120
1709.454243,0.43760377,0.268024973,1.72387829,0.084729817,0.234847883,121_vs_120,NME1_27589,NME1,121,120
244.3065507,0.656001987,0.268291669,2.536464366,0.011197814,0.053138954,121_vs_120,NME1_4611,NME1,121,120
162.758292,0.704610158,0.24269966,2.989320232,0.002795989,0.018666591,121_vs_120,NME2_28197,NME2,121,120
549.0217006,-0.719697169,0.183673756,-3.93495539,8.32E-05,0.001064404,121_vs_120,NNT_4618,NNT,121,120
106.6262178,0.594154995,0.191277266,3.154884335,0.001605617,0.011853818,121_vs_120,NOC3L_4620,NOC3L,121,120
148.4728938,0.581026165,0.255393785,2.329061002,0.019855834,0.081466819,121_vs_120,NOP58_19568,NOP58,121,120
88.32875915,0.443627122,0.253317881,1.817014657,0.069214869,0.205411869,121_vs_120,NOSIP_4639,NOSIP,121,120
96.35696442,0.542138093,0.258831102,2.10534598,0.035261202,0.12760181,121_vs_120,NOTCH2_18421,NOTCH2,121,120
160.3445767,-0.667151233,0.270159504,-2.528542866,0.01145371,0.053931642,121_vs_120,NPDC1_4650,NPDC1,121,120
86.30200807,-0.429545464,0.316202107,-1.373812657,0.169499851,0.371625704,121_vs_120,NPRL2_4660,NPRL2,121,120
97.24634699,-0.410435217,0.274877475,-1.494791423,0.134968885,0.317935902,121_vs_120,NR1H2_4670,NR1H2,121,120
40.01005752,0.641831438,0.313776898,2.089020102,0.036705914,0.13104559,121_vs_120,NRIP1_4719,NRIP1,121,120
76.83900527,0.519933815,0.232239927,2.247505394,0.024607746,0.096090892,121_vs_120,NSA2_27611,NSA2,121,120
82.86626021,0.493388857,0.229522553,2.163532786,0.030500225,0.114531457,121_vs_120,NUDT21_4757,NUDT21,121,120
291.6888587,0.437554652,0.175674648,2.52407542,0.011600304,0.054514591,121_vs_120,NUDT9_4763,NUDT9,121,120
47.58217789,0.68619071,0.35903767,1.955479566,0.050526493,0.165787889,121_vs_120,NUP133_4773,NUP133,121,120
43.78332616,0.539521214,0.344937724,1.63295119,0.102479263,0.265868109,121_vs_120,NUP85_4781,NUP85,121,120
68.57213146,-0.404068006,0.271535133,-1.525846919,0.127047993,0.307334475,121_vs_120,ORMDL3_10971,ORMDL3,121,120
2372.802744,-0.510142754,0.221403685,-2.336244983,0.019478477,0.080331926,121_vs_120,OST4_4852,OST4,121,120
113.9489527,-0.480880116,0.241075914,-2.068309849,0.038610896,0.135620064,121_vs_120,OSTC_4855,OSTC,121,120
41.4450065,0.629142549,0.26079272,2.468888203,0.013553355,0.060824815,121_vs_120,OXSR1_4880,OXSR1,121,120
193.0646806,0.730392995,0.206291588,3.558787541,0.000372571,0.003658103,121_vs_120,P4HA2_4889,P4HA2,121,120
30.46114576,-0.50914525,0.358106841,-1.462709108,0.143546993,0.330437803,121_vs_120,P4HTM_4891,P4HTM,121,120
142.3846237,0.360320174,0.194793923,1.861968248,0.062607566,0.1924901,121_vs_120,PAFAH1B1_4903,PAFAH1B1,121,120
243.5266684,-0.495965711,0.27830427,-1.831250433,0.067063172,0.20178001,121_vs_120,PAFAH1B3_28382,PAFAH1B3,121,120
60.56901739,0.448741712,0.305129998,1.504760443,0.132385677,0.31540492,121_vs_120,PCM1_4980,PCM1,121,120
995.9430073,0.426434743,0.194958805,2.228435849,0.025851465,0.099576012,121_vs_120,PDCD6IP_17968,PDCD6IP,121,120
17.68178747,0.762543886,0.489673282,1.664902248,0.09593226,0.254966628,121_vs_120,PDHX_5033,PDHX,121,120
1182.696231,0.252865681,0.157744746,1.580955235,0.113888274,0.286758685,121_vs_120,PDIA6_5040,PDIA6,121,120
181.6945157,0.670395096,0.231476475,2.950028,0.003177451,0.020823188,121_vs_120,PEG10_18691,PEG10,121,120
225.2481335,0.426520635,0.27901851,1.493567155,0.135288789,0.317935902,121_vs_120,PFKP_20061,PFKP,121,120
5233.222701,-0.559888377,0.261864032,-2.180151043,0.029246267,0.110339427,121_vs_120,PFN1_5086,PFN1,121,120
193.3072134,-0.386696061,0.200294695,-1.966494903,0.049241471,0.163364213,121_vs_120,PGAM1_5090,PGAM1,121,120
6513.790608,-0.640195134,0.193925148,-3.363870655,0.000768576,0.006473355,121_vs_120,PGK1_5094,PGK1,121,120
89.84056449,0.366002191,0.209331053,1.738617908,0.082101995,0.230655688,121_vs_120,PGM3_5099,PGM3,121,120
29.84661437,-0.717826847,0.3969174,-1.930632952,0.05352846,0.172413634,121_vs_120,PGRMC1_5105,PGRMC1,121,120
121.8775076,0.378977302,0.220470869,1.771699918,0.076444383,0.219371509,121_vs_120,PIGF_27685,PIGF,121,120
71.40862872,-0.787549996,0.265666404,-3.040128115,0.002364775,0.015978934,121_vs_120,PIGP_17005,PIGP,121,120
44.68969072,0.462661185,0.34722981,1.378715868,0.167982375,0.370335337,121_vs_120,PIK3C3_5143,PIK3C3,121,120
50.81031639,-0.751908205,0.394077063,-2.021584361,0.043219309,0.148109724,121_vs_120,PLEKHJ1_5191,PLEKHJ1,121,120
294.2202926,-0.611742916,0.289057078,-2.203372902,0.027568477,0.105510073,121_vs_120,PLP2_5208,PLP2,121,120
341.327737,-0.316503039,0.19087289,-1.644028296,0.100170358,0.262152621,121_vs_120,PLS1_5211,PLS1,121,120
258.9249589,-0.767299253,0.258809683,-2.984008015,0.002844993,0.018903399,121_vs_120,PNKP_5229,PNKP,121,120
9.127523643,0.752921798,0.511047803,1.569911013,0.116435815,0.291333127,121_vs_120,POLG2_5253,POLG2,121,120
14.17341748,0.588232863,0.408627187,1.548827193,0.121423267,0.299427272,121_vs_120,POLR1C_5255,POLR1C,121,120
13.32028391,0.757811915,0.450676341,1.820244414,0.068721792,0.204455879,121_vs_120,POLR2I_5260,POLR2I,121,120
1058.409117,-0.764061164,0.201093058,-3.834643728,0.000125746,0.001496445,121_vs_120,POLR2K_5263,POLR2K,121,120
17.49475938,-0.759064162,0.446534012,-1.805224649,0.071039535,0.209269173,121_vs_120,POR_23019,POR,121,120
27.69255258,-0.625129684,0.355687876,-1.810276801,0.070252873,0.208169223,121_vs_120,PPARD_5301,PPARD,121,120
319.8153314,-0.491947479,0.284062143,-1.723267209,0.084840215,0.234881706,121_vs_120,PPARG_28287,PPARG,121,120
3293.687476,-0.456000702,0.144730336,-3.168113405,0.001534317,0.011469016,121_vs_120,PPIA_27705,PPIA,121,120
89.94846792,0.446544148,0.192360986,2.338604746,0.019355899,0.080102613,121_vs_120,PPIE_5325,PPIE,121,120
36.53129868,-0.820152187,0.345065693,-2.498509232,0.012471689,0.057437638,121_vs_120,PPIL1_5328,PPIL1,121,120
193.1415187,0.530343526,0.279130619,1.966981811,0.049185308,0.163364213,121_vs_120,PPP2CA_5356,PPP2CA,121,120
41.15481552,-0.465050805,0.366176459,-1.348188675,0.177597706,0.382913863,121_vs_120,PPP2R1A_18156,PPP2R1A,121,120
36.30691493,-0.674315604,0.383807973,-1.809856574,0.070318032,0.208169223,121_vs_120,PRKAB1_14557,PRKAB1,121,120
126.6546175,0.675272401,0.284043418,2.439623453,0.014702578,0.064767158,121_vs_120,PRKAR1A_27726,PRKAR1A,121,120
30.89587653,-0.68479704,0.399593724,-1.831903424,0.06696581,0.20178001,121_vs_120,PRKAR1A_27727,PRKAR1A,121,120
5685.72079,0.301630325,0.228100074,1.362312884,0.173099163,0.376650513,121_vs_120,PRKAR1A_27728,PRKAR1A,121,120
102.2497274,0.796148127,0.228299595,3.551722853,0.000382718,0.003736575,121_vs_120,PSEN1_5495,PSEN1,121,120
439.9206477,0.510092891,0.286055471,1.831645548,0.067004246,0.20178001,121_vs_120,PSIP1_27736,PSIP1,121,120
143.4557339,0.322464625,0.182899594,1.773268432,0.076184237,0.219029682,121_vs_120,PSMA4_10918,PSMA4,121,120
240.2125344,-0.65485371,0.347136101,-1.959021949,0.050110216,0.165060714,121_vs_120,PSMB9_23343,PSMB9,121,120
135.627736,0.821769348,0.224245654,3.737523602,0.000185842,0.002077258,121_vs_120,PSMD10_5521,PSMD10,121,120
108.9857886,0.436027184,0.233499725,1.870211738,0.06145442,0.190907758,121_vs_120,PSMD14_5527,PSMD14,121,120
19.58732335,-0.745776766,0.515380513,-1.635068323,0.102034726,0.265290287,121_vs_120,PSME1_5534,PSME1,121,120
14.56296657,0.824569059,0.480941772,1.803336536,0.071335378,0.209882194,121_vs_120,PSME3_5538,PSME3,121,120
156.1271433,0.559467675,0.25239794,2.259081626,0.023878308,0.09440812,121_vs_120,PSMG1_5544,PSMG1,121,120
27.79422517,0.587350334,0.433224834,1.411044592,0.158231466,0.355723371,121_vs_120,PYGL_5647,PYGL,121,120
76.47475935,-0.596545796,0.248603925,-2.449832205,0.01429228,0.063309507,121_vs_120,QARS_32281,QARS,121,120
36.78846105,0.734859966,0.363658316,2.143490348,0.032073745,0.118762227,121_vs_120,RAB11FIP2_5656,RAB11FIP2,121,120
100.8831868,0.549109092,0.250441933,2.229323781,0.025792369,0.099508625,121_vs_120,RAB21_5663,RAB21,121,120
151.854058,0.548835072,0.349385457,1.598516242,0.109928134,0.279138106,121_vs_120,RABGGTB_10572,RABGGTB,121,120
2951.693124,-0.422122257,0.228801721,-1.863180742,0.062436841,0.192212258,121_vs_120,RAC1_5694,RAC1,121,120
22.82813411,-0.783968303,0.701582142,-1.416117374,0.156741142,0.353702653,121_vs_120,RAC2_5695,RAC2,121,120
194.3869377,0.64948939,0.261403646,2.537441004,0.011166619,0.053108456,121_vs_120,RAD50_12781,RAD50,121,120
1898.220762,0.32517018,0.180396998,1.809020039,0.07044789,0.208295863,121_vs_120,RAN_5725,RAN,121,120
102.3792675,-0.609073093,0.276359488,-2.294231143,0.021777225,0.088140648,121_vs_120,RASSF1_28369,RASSF1,121,120
25.17753844,0.58801752,0.40445802,1.508551696,0.131413386,0.314319591,121_vs_120,RASSF1_5747,RASSF1,121,120
48.87773315,0.778518608,0.276410112,2.863037375,0.004196011,0.025652028,121_vs_120,RBM34_28235,RBM34,121,120
4.459089351,0.801829558,0.69340315,1.525246469,0.127197634,0.307334475,121_vs_120,RBX1_5781,RBX1,121,120
45.71236688,-0.5118153,0.380813439,-1.362124445,0.173158615,0.376650513,121_vs_120,RGS2_28241,RGS2,121,120
2325.973039,0.43041277,0.166916263,2.585258413,0.009730604,0.047990937,121_vs_120,RHOA_5838,RHOA,121,120
718.9345818,-0.54285537,0.126814242,-4.300368147,1.71E-05,0.000295559,121_vs_120,RNF167_29012,RNF167,121,120
282.0002494,-0.743437157,0.195476372,-3.843534808,0.000121275,0.001459165,121_vs_120,RNF167_5885,RNF167,121,120
82.46909929,-0.565343601,0.356563467,-1.724676672,0.084585757,0.234754271,121_vs_120,RPL17_5919,RPL17,121,120
150.3503458,-0.615065134,0.392545841,-1.718126936,0.085773465,0.236643745,121_vs_120,RPL22_5923,,121,120
506.042991,-0.485863481,0.287164148,-1.795133848,0.072632377,0.212912556,121_vs_120,RPL26_5927,RPL26,121,120
3223.834879,-0.594502145,0.308890278,-1.978410739,0.047882389,0.15996463,121_vs_120,RPL29_12206,RPL29,121,120
1410.208452,-0.596450135,0.341089375,-1.826391155,0.067791363,0.202949863,121_vs_120,RPL32_27803,RPL32,121,120
377.8682875,0.534361887,0.240904618,2.227691927,0.025901066,0.099606671,121_vs_120,RPL36_5938,RPL36,121,120
2470.239539,-0.535975482,0.341495155,-1.660917142,0.096730089,0.256232971,121_vs_120,RPL4_5948,RPL4,121,120
297.1739334,0.368634802,0.215825098,1.705095912,0.088176538,0.241049462,121_vs_120,RPL6_5953,RPL6,121,120
1247.595007,-0.824217232,0.289613986,-2.944033846,0.003239646,0.020943872,121_vs_120,RPL7A_5954,RPL7A,121,120
1374.40964,-0.439349727,0.28196399,-1.619201263,0.105403966,0.271395358,121_vs_120,RPLP0_20556,RPLP0,121,120
1553.944278,-0.283347254,0.206040065,-1.384484281,0.166210218,0.367518566,121_vs_120,RPN1_5965,RPN1,121,120
229.1068978,0.590554569,0.222939334,2.69273123,0.007086937,0.037671009,121_vs_120,RPP38_28323,RPP38,121,120
566.8118495,-0.433102753,0.347566054,-1.344819119,0.178683655,0.383222116,121_vs_120,RPS13_5977,RPS13,121,120
72.04719662,0.457426513,0.34658594,1.344476766,0.178794265,0.383222116,121_vs_120,RPS27A_5998,RPS27A,121,120
394.9710747,-0.54960998,0.330243627,-1.752166224,0.07974523,0.226814018,121_vs_120,RPS5_6011,RPS5,121,120
184.7166868,-0.307924736,0.203766243,-1.531136412,0.125735682,0.30627266,121_vs_120,RRAGA_6028,RRAGA,121,120
27.79791335,0.831647767,0.419977587,2.158740469,0.030870307,0.115197777,121_vs_120,RRP12_6035,RRP12,121,120
54.74650891,0.610535649,0.221791683,2.787304942,0.005314844,0.030633992,121_vs_120,RUVBL1_6065,RUVBL1,121,120
125.4874142,-0.249574692,0.180156377,-1.401830009,0.160966015,0.359841783,121_vs_120,RWDD4_6068,RWDD4,121,120
99.64324391,-0.524817028,0.3360714,-1.621427222,0.104926047,0.270747685,121_vs_120,S100A13_27820,S100A13,121,120
269.012359,-0.516041872,0.19463603,-2.707473455,0.006779749,0.036525136,121_vs_120,SCCPDH_6120,SCCPDH,121,120
678.8805945,-0.374457678,0.210300696,-1.782330124,0.074695413,0.216650045,121_vs_120,SCOC_12252,SCOC,121,120
127.3665898,-0.74261556,0.230635008,-3.269195619,0.001078537,0.008657251,121_vs_120,SCP2_27826,SCP2,121,120
244.8151724,-0.389956952,0.194432461,-2.031691601,0.042184887,0.14517436,121_vs_120,SCP2_6152,SCP2,121,120
189.0395823,-0.369858652,0.226333342,-1.690695908,0.090894896,0.246229436,121_vs_120,SEC11A_27828,SEC11A,121,120
486.4496888,-0.391397938,0.224793934,-1.779649539,0.075133334,0.217577402,121_vs_120,SEC11A_27829,SEC11A,121,120
1904.438507,0.565684127,0.39751805,1.521080721,0.128239582,0.30891146,121_vs_120,SERPINE1_6253,SERPINE1,121,120
102.3916499,-0.449758936,0.22587082,-2.015429784,0.043859636,0.149023083,121_vs_120,SGCB_6277,SGCB,121,120
63.48972677,-0.432344894,0.328913493,-1.384374654,0.166243766,0.367518566,121_vs_120,SGCE_26521,SGCE,121,120
152.6042321,-0.655217574,0.326459548,-1.878867018,0.060262653,0.188183116,121_vs_120,SGK2_10628,SGK2,121,120
41.63215051,0.779038287,0.361125767,2.262762054,0.023650361,0.093817022,121_vs_120,SHC1_6301,SHC1,121,120
1187.183311,-0.476827227,0.200656698,-2.403676736,0.016231119,0.070207662,121_vs_120,SKP1_6326,SKP1,121,120
242.0767992,-0.529337667,0.258209827,-2.090902503,0.036536805,0.130832391,121_vs_120,SLC11A2_6335,SLC11A2,121,120
656.6034795,-0.695167,0.259632155,-2.743269539,0.006083073,0.033996988,121_vs_120,SLC25A5_20900,SLC25A5,121,120
19.89825953,-0.740021362,0.972827113,-1.590868671,0.111639135,0.281986072,121_vs_120,SLC2A3_6444,SLC2A3,121,120
11.33451524,-0.837404429,0.655860364,-1.464709925,0.143000076,0.329533894,121_vs_120,SLC2A6_6447,SLC2A6,121,120
27.69983985,-0.720709425,0.454265641,-1.69275706,0.090501719,0.245442304,121_vs_120,SLC6A8_27878,SLC6A8,121,120
236.5443745,-0.79010968,0.446743045,-1.941422761,0.05220702,0.169212996,121_vs_120,SLCO2B1_6541,SLCO2B1,121,120
121.0427252,0.579197056,0.209016165,2.834786735,0.004585629,0.027353675,121_vs_120,SMAD5_6566,SMAD5,121,120
29.84274973,0.624840973,0.427668651,1.526119267,0.126980165,0.307334475,121_vs_120,SMC3_6583,SMC3,121,120
299.4228829,-0.64326275,0.260799049,-2.478091244,0.013208736,0.059839578,121_vs_120,SMIM19_6589,SMIM19,121,120
307.5120827,0.814960734,0.257402054,3.236685636,0.001209265,0.009483813,121_vs_120,SMNDC1_6595,SMNDC1,121,120
438.6055009,0.418253494,0.167891103,2.51067444,0.012050077,0.055968513,121_vs_120,SNRPD3_17215,SNRPD3,121,120
355.0035347,-0.368094757,0.193691917,-1.913557676,0.055676697,0.177099282,121_vs_120,SNRPG_6644,SNRPG,121,120
170.3644307,0.323048396,0.249125152,1.342829574,0.179327165,0.383507362,121_vs_120,SNX13_6653,SNX13,121,120
2.116725936,-0.835590555,1.814324219,-1.414569845,0.157194655,0.354321218,121_vs_120,SOCS3_15641,SOCS3,121,120
1805.101466,-0.279521868,0.196519699,-1.438090605,0.150408348,0.341684715,121_vs_120,SOD1_24659,SOD1,121,120
15.43349362,-0.6927774,0.626365586,-1.37449776,0.169287205,0.371625704,121_vs_120,SORBS3_6675,SORBS3,121,120
24.0521051,-0.53038158,0.405818981,-1.391332256,0.164124697,0.36350581,121_vs_120,SPAG7_6692,SPAG7,121,120
12.19322898,0.590552197,0.49331917,1.361965263,0.173208848,0.376650513,121_vs_120,SPR_6721,SPR,121,120
29.49709627,0.537463457,0.393770474,1.450902675,0.146806963,0.336040436,121_vs_120,SPTAN1_6727,SPTAN1,121,120
94.89006994,-0.433512423,0.262597447,-1.669910625,0.094937048,0.253401106,121_vs_120,SRD5A1_14585,SRD5A1,121,120
1052.450693,0.450040538,0.124951224,3.6133851,0.000302225,0.003089414,121_vs_120,SRSF9_21528,SRSF9,121,120
646.8664203,0.827023849,0.189657564,4.406025594,1.05E-05,0.000193724,121_vs_120,SSB_23767,SSB,121,120
62.82738177,-0.399441409,0.206380582,-1.92002874,0.054854269,0.175416326,121_vs_120,STAP2_6820,STAP2,121,120
8.767047266,0.740891228,0.536605912,1.568603657,0.11674032,0.291789807,121_vs_120,STAT3_6829,STAT3,121,120
38.40485952,0.545161205,0.356033422,1.626012342,0.10394703,0.268511118,121_vs_120,STK10_6844,STK10,121,120
22.52916429,-0.62574555,0.466205605,-1.542824891,0.122873268,0.301449085,121_vs_120,STMN1_6857,STMN1,121,120
84.88534284,-0.50479046,0.314654576,-1.649483641,0.099048592,0.260642719,121_vs_120,STOML2_6858,STOML2,121,120
28.854918,-0.736489947,0.407283671,-1.958610598,0.050158408,0.165060714,121_vs_120,STXBP2_28380,STXBP2,121,120
130.1266413,0.761357699,0.275912839,2.856893018,0.0042781,0.025972628,121_vs_120,SUCLA2_6870,SUCLA2,121,120
34.03456542,0.655782238,0.381606008,1.735286851,0.08269001,0.231250652,121_vs_120,SUPV3L1_6897,SUPV3L1,121,120
52.22637808,0.41172334,0.267134834,1.555053485,0.119933332,0.296670661,121_vs_120,TAF7_6938,TAF7,121,120
186.8079703,0.522709062,0.215899438,2.453174634,0.014160158,0.062957429,121_vs_120,TAF9_6939,TAF9,121,120
188.6452249,-0.542152754,0.228694779,-2.409774001,0.015962405,0.069295958,121_vs_120,TALDO1_6942,TALDO1,121,120
51.84420808,-0.672197391,0.36544487,-1.865966728,0.062046021,0.191255259,121_vs_120,TARBP1_6945,TARBP1,121,120
61.65719584,0.547556687,0.353326265,1.719741446,0.08547945,0.236104902,121_vs_120,TBX2_6983,TBX2,121,120
12.91862472,0.794370201,0.512121804,1.63574476,0.101893017,0.265210117,121_vs_120,TCERG1_7000,TCERG1,121,120
24.8848008,0.798992582,0.400796785,2.070731115,0.038383931,0.135021121,121_vs_120,TFAM_22228,TFAM,121,120
114.2628517,-0.582327257,0.250586987,-2.377240168,0.017442727,0.074108353,121_vs_120,TFDP1_7045,TFDP1,121,120
12.87202317,-0.791503721,0.464975184,-1.782163776,0.074722528,0.216650045,121_vs_120,THEM4_24773,THEM4,121,120
30.44828434,0.78078627,0.40244214,2.12784344,0.033350066,0.122728244,121_vs_120,THRB_24158,THRB,121,120
17.07420731,-0.755876958,0.875918127,-1.373870322,0.169481945,0.371625704,121_vs_120,THY1_17341,THY1,121,120
3.27832359,-0.689159812,1.616012892,-1.592756172,0.111214901,0.28150904,121_vs_120,TIMM17B_27958,TIMM17B,121,120
626.9658705,0.373956637,0.252513884,1.530571208,0.125875402,0.30630108,121_vs_120,TIMM23B_27959,TIMM23B,121,120
77.9475447,0.722519483,0.230722538,3.201941237,0.001365048,0.010465371,121_vs_120,TIPIN_11359,TIPIN,121,120
369.977798,0.722841745,0.160457873,4.556469912,5.20E-06,0.000112545,121_vs_120,TJP1_7119,TJP1,121,120
79.87121612,0.471838975,0.245896491,1.967402082,0.049136875,0.163364213,121_vs_120,TM7SF3_22780,TM7SF3,121,120
225.2081706,0.500469406,0.327102678,1.565352989,0.117500165,0.292563505,121_vs_120,TM9SF2_7142,TM9SF2,121,120
3296.456073,-0.48570924,0.193376249,-2.542478678,0.011006932,0.052657161,121_vs_120,TMED2_7165,TMED2,121,120
32.45234331,-0.749553862,0.400754343,-1.983440543,0.047318242,0.158522739,121_vs_120,TMEM128_7178,TMEM128,121,120
401.7326992,0.322258671,0.171794761,1.90572852,0.056685437,0.179353082,121_vs_120,TMEM167A_27971,TMEM167A,121,120
52.82278918,0.438285782,0.217491504,2.045999148,0.040756455,0.141289042,121_vs_120,TMEM5_7211,TMEM5,121,120
75.76043903,-0.35892529,0.249829959,-1.466557755,0.142496399,0.328689862,121_vs_120,TMEM97_7217,TMEM97,121,120
28.67745106,0.798051145,0.404437428,2.090129858,0.036606136,0.13088472,121_vs_120,TNFRSF10B_7241,TNFRSF10B,121,120
20.75821516,0.786054062,0.473341895,1.783650347,0.074480499,0.216473091,121_vs_120,TOPORS_15752,TOPORS,121,120
1.87028173,-0.723766737,1.651923562,-1.393139024,0.163577754,0.362630202,121_vs_120,TRAF6_7314,TRAF6,121,120
41.35135919,-0.429722457,0.323370868,-1.346907197,0.178010123,0.382913863,121_vs_120,TRAK2_7315,TRAK2,121,120
55.65304939,0.526119766,0.253012881,2.120664763,0.033950024,0.123604958,121_vs_120,TRAM2_7319,TRAM2,121,120
32.2038233,0.454246267,0.269332022,1.728605967,0.083879641,0.233574041,121_vs_120,TRIM13_7340,TRIM13,121,120
16.70196252,-0.707457479,0.523913732,-1.575257088,0.115197115,0.289444851,121_vs_120,TRUB2_16962,TRUB2,121,120
29.37243465,-0.780668426,0.35915408,-2.265188432,0.023501119,0.09337986,121_vs_120,TSEN2_7367,TSEN2,121,120
201.0845276,-0.579933537,0.341130772,-1.70179427,0.088793941,0.241907867,121_vs_120,TSKU_7371,TSKU,121,120
9.231331758,0.748937787,0.635133104,1.396171163,0.162662958,0.36163973,121_vs_120,TUBA1C_7400,TUBA1C,121,120
956.7976503,-0.45972685,0.178170222,-2.581978324,0.009823575,0.048349779,121_vs_120,TWF2_7415,TWF2,121,120
212.0789616,0.754583159,0.197695345,3.881483622,0.000103821,0.00126061,121_vs_120,TXLNA_7419,TXLNA,121,120
282.6779039,-0.583115158,0.246315378,-2.348309164,0.01885886,0.078726691,121_vs_120,TXNDC9_7433,TXNDC9,121,120
460.7122668,-0.426599086,0.279009367,-1.502309817,0.133017114,0.31569694,121_vs_120,TXNL4B_7437,TXNL4B,121,120
453.3560877,-0.564013437,0.278825352,-2.084914436,0.037077068,0.131976706,121_vs_120,UBA52_7459,UBA52,121,120
624.8051098,-0.368494769,0.156147725,-2.385594928,0.017051521,0.072964648,121_vs_120,UBB_28031,UBB,121,120
170.9556062,0.343160404,0.186014019,1.873692621,0.060972804,0.189657927,121_vs_120,UBE2G1_7477,UBE2G1,121,120
593.4472086,0.615118275,0.131152865,4.715247885,2.41E-06,5.96E-05,121_vs_120,UBE2K_19279,UBE2K,121,120
314.1641539,0.435603501,0.260799009,1.713225192,0.086671119,0.237749216,121_vs_120,UBE2Q2_7491,UBE2Q2,121,120
24.16613866,-0.552637687,0.372303254,-1.553687397,0.120259001,0.297168935,121_vs_120,UBE3B_7499,UBE3B,121,120
58.63930935,0.806399093,0.228077614,3.592362576,0.000327693,0.003294902,121_vs_120,UBR7_7515,UBR7,121,120
117.5797156,0.387879539,0.253916181,1.562192974,0.118242535,0.29309445,121_vs_120,UFM1_7522,UFM1,121,120
693.6457528,-0.313786382,0.19929479,-1.547810339,0.121667966,0.299721705,121_vs_120,UGT2B7_21389,UGT2B7,121,120
444.1198045,-0.598763427,0.196281888,-3.086390354,0.002026027,0.014253693,121_vs_120,UQCRC1_13094,UQCRC1,121,120
384.5032679,-0.615517489,0.231540854,-2.662920415,0.007746573,0.040282181,121_vs_120,UQCRFS1_7566,UQCRFS1,121,120
493.5782354,-0.53283955,0.345736089,-1.636874389,0.101656718,0.26517216,121_vs_120,USMG5_16099,USMG5,121,120
21.76798901,0.502756083,0.371523154,1.445137082,0.148419385,0.33868627,121_vs_120,USP6NL_7599,USP6NL,121,120
95.9700439,0.406677128,0.196376184,2.095242326,0.036149456,0.129834084,121_vs_120,VAMP2_7615,VAMP2,121,120
39.22195506,-0.536191425,0.369574132,-1.536370611,0.12444751,0.30347354,121_vs_120,VAT1_7625,VAT1,121,120
2720.522352,-0.599013649,0.185535225,-3.259051565,0.001117853,0.008942828,121_vs_120,VDAC1_7642,VDAC1,121,120
157.1742619,0.445122431,0.237301992,1.881613754,0.059888477,0.187504238,121_vs_120,VDAC2_28052,VDAC2,121,120
42.07509059,0.476437334,0.308545629,1.573133066,0.11568801,0.290099198,121_vs_120,VIMP_7660,VIMP,121,120
5.974946665,0.665219372,0.5428823,1.409772457,0.158606882,0.356201171,121_vs_120,VPS4B_7681,VPS4B,121,120
194.9865639,0.461374005,0.177580787,2.64196422,0.008242676,0.042584194,121_vs_120,VPS72_7688,VPS72,121,120
42.80951546,-0.738780664,0.361576466,-2.254784794,0.02414684,0.094998753,121_vs_120,VRK1_16871,VRK1,121,120
2224.837474,0.836077273,0.170295691,4.948921814,7.46E-07,2.32E-05,121_vs_120,XRCC5_26508,XRCC5,121,120
13.84571164,0.820679846,0.46078593,1.867621591,0.061814835,0.191255259,121_vs_120,YTHDF1_7805,YTHDF1,121,120
661.8270279,0.331459504,0.170273705,1.952899955,0.050831451,0.165940516,121_vs_120,YWHAZ_7817,YWHAZ,121,120
194.497809,-0.555347254,0.257883473,-2.233432302,0.02552045,0.098728152,121_vs_120,ZEB2_23804,ZEB2,121,120
41.64892024,0.66036728,0.274274092,2.478334034,0.01319975,0.059839578,121_vs_120,ZFAND1_22534,ZFAND1,121,120
24.09721024,0.512804396,0.366677671,1.479280416,0.139065385,0.322753934,121_vs_120,ZNF131_7863,ZNF131,121,120
109.8754169,0.460247518,0.288003868,1.661484159,0.096616248,0.256224929,121_vs_120,ZWILCH_13665,ZWILCH,121,120
4.481718834,0.79607591,0.757782698,1.400322297,0.161416827,,123_vs_120,ABCB6_26787,ABCB6,123,120
179.232764,-0.705111738,0.42367161,-1.605589673,0.108364096,0.444092693,123_vs_120,ABCC3_26788,ABCC3,123,120
117.3618683,0.533955826,0.273591394,2.068118043,0.038628924,0.28047979,123_vs_120,ABCC4_16668,ABCC4,123,120
722.2977421,0.531046386,0.200637582,2.735539763,0.006227806,0.110449767,123_vs_120,ABCC4_26789,ABCC4,123,120
